date,subway,COVID-19,COVID-19 KOR
2021-07-13,11435729,637,1150
2021-07-14,11328581,519,1613
2021-07-15,11152555,569,1599
2021-07-16,11413850,559,1535
2021-07-17,6955649,522,1449
2021-07-18,4917304,419,1453
2021-07-19,11209301,394,1251
2021-07-20,11412231,604,1278
2021-07-21,11267534,499,1781
2021-07-22,11129965,519,1841
2021-07-23,11443734,465,1629
2021-07-24,6930392,489,1627
2021-07-25,4827739,341,1487
2021-07-26,11142904,351,1318
2021-07-27,11171030,573,1363
2021-07-28,11122613,514,1895
2021-07-29,11016238,488,1673
2021-07-30,11247964,475,1710
2021-07-31,6825562,473,1538
2021-08-01,0,364,1442
2021-08-02,0,311,1218
2021-08-03,0,486,1200
2021-08-04,0,466,1725
2021-08-05,0,464,1775
2021-08-06,0,503,1704
2021-08-07,0,450,1823
2021-08-08,0,415,1728
2021-08-09,0,359,1491
2021-08-10,0,660,1537
2021-08-11,0,526,2221
2021-08-12,0,524,1987
2021-08-13,0,513,1989
2021-08-14,0,488,1928
2021-08-15,0,364,1816
2021-08-16,0,365,1555
2021-08-17,0,510,1372
2021-08-18,0,575,1804
2021-08-19,0,554,2152
2021-08-20,0,525,2050
2021-08-21,0,497,1877
2021-08-22,0,388,1626
2021-08-23,0,436,1417
2021-08-24,0,677,1507
2021-08-25,0,570,2154
2021-08-26,0,556,1882
2021-08-27,0,569,1837
2021-08-28,0,517,1791
2021-08-29,0,443,1619
2021-08-30,0,456,1485
2021-08-31,0,665,1370
2021-09-01,0,0,2024
2021-09-02,0,0,1961
2021-09-03,0,0,1708
2021-09-04,0,0,1804
2021-09-05,0,0,1490
2021-09-06,0,0,1375
